mysql> select * from Dates_D;
+---------+------------+-----------+-------------+--------------+-------------+--------------+------------+---------+--------------+-----------+---------------+-----------------+------+
| date_id | date       | day       | day_of_week | day_of_month | day_of_year | previous_day | next_day   | weekend | week_of_year | month     | month_of_year | quarter_of_year | year |
|     770 | 2012-02-10 | Friday    |           6 |           10 |          41 | 2012-02-09   | 2012-02-11 | Weekday | 06           | February  | 02            |               1 | 2012 |
|     771 | 2012-02-11 | Saturday  |           7 |           11 |          42 | 2012-02-10   | 2012-02-12 | Weekend | 06           | February  | 02            |               1 | 2012 |
|     772 | 2012-02-12 | Sunday    |           1 |           12 |          43 | 2012-02-11   | 2012-02-13 | Weekend | 07           | February  | 02            |               1 | 2012 |
|     773 | 2012-02-13 | Monday    |           2 |           13 |          44 | 2012-02-12   | 2012-02-14 | Weekday | 07           | February  | 02            |               1 | 2012 |
|     774 | 2012-02-14 | Tuesday   |           3 |           14 |          45 | 2012-02-13   | 2012-02-15 | Weekday | 07           | February  | 02            |               1 | 2012 |
|     775 | 2012-02-15 | Wednesday |           4 |           15 |          46 | 2012-02-14   | 2012-02-16 | Weekday | 07           | February  | 02            |               1 | 2012 |
|     776 | 2012-02-16 | Thursday  |           5 |           16 |          47 | 2012-02-15   | 2012-02-17 | Weekday | 07           | February  | 02            |               1 | 2012 |
|     777 | 2012-02-17 | Friday    |           6 |           17 |          48 | 2012-02-16   | 2012-02-18 | Weekday | 07           | February  | 02            |               1 | 2012 |
|     778 | 2012-02-18 | Saturday  |           7 |           18 |          49 | 2012-02-17   | 2012-02-19 | Weekend | 07           | February  | 02            |               1 | 2012 |
|     779 | 2012-02-19 | Sunday    |           1 |           19 |          50 | 2012-02-18   | 2012-02-20 | Weekend | 08           | February  | 02            |               1 | 2012 |
|     780 | 2012-02-20 | Monday    |           2 |           20 |          51 | 2012-02-19   | 2012-02-21 | Weekday | 08           | February  | 02            |               1 | 2012 |
|     781 | 2012-02-21 | Tuesday   |           3 |           21 |          52 | 2012-02-20   | 2012-02-22 | Weekday | 08           | February  | 02            |               1 | 2012 |
|     782 | 2012-02-22 | Wednesday |           4 |           22 |          53 | 2012-02-21   | 2012-02-23 | Weekday | 08           | February  | 02            |               1 | 2012 |
|     783 | 2012-02-23 | Thursday  |           5 |           23 |          54 | 2012-02-22   | 2012-02-24 | Weekday | 08           | February  | 02            |               1 | 2012 |
|     784 | 2012-02-24 | Friday    |           6 |           24 |          55 | 2012-02-23   | 2012-02-25 | Weekday | 08           | February  | 02            |               1 | 2012 |
|     785 | 2012-02-25 | Saturday  |           7 |           25 |          56 | 2012-02-24   | 2012-02-26 | Weekend | 08           | February  | 02            |               1 | 2012 |
|     786 | 2012-02-26 | Sunday    |           1 |           26 |          57 | 2012-02-25   | 2012-02-27 | Weekend | 09           | February  | 02            |               1 | 2012 |
|     787 | 2012-02-27 | Monday    |           2 |           27 |          58 | 2012-02-26   | 2012-02-28 | Weekday | 09           | February  | 02            |               1 | 2012 |
|     788 | 2012-02-28 | Tuesday   |           3 |           28 |          59 | 2012-02-27   | 2012-02-29 | Weekday | 09           | February  | 02            |               1 | 2012 |
|     789 | 2012-02-29 | Wednesday |           4 |           29 |          60 | 2012-02-28   | 2012-03-01 | Weekday | 09           | February  | 02            |               1 | 2012 |
|     790 | 2012-03-01 | Thursday  |           5 |            1 |          61 | 2012-02-29   | 2012-03-02 | Weekday | 09           | March     | 03            |               1 | 2012 |
|     791 | 2012-03-02 | Friday    |           6 |            2 |          62 | 2012-03-01   | 2012-03-03 | Weekday | 09           | March     | 03            |               1 | 2012 |
|     792 | 2012-03-03 | Saturday  |           7 |            3 |          63 | 2012-03-02   | 2012-03-04 | Weekend | 09           | March     | 03            |               1 | 2012 |
|     793 | 2012-03-04 | Sunday    |           1 |            4 |          64 | 2012-03-03   | 2012-03-05 | Weekend | 10           | March     | 03            |               1 | 2012 |
|     794 | 2012-03-05 | Monday    |           2 |            5 |          65 | 2012-03-04   | 2012-03-06 | Weekday | 10           | March     | 03            |               1 | 2012 |
|     795 | 2012-03-06 | Tuesday   |           3 |            6 |          66 | 2012-03-05   | 2012-03-07 | Weekday | 10           | March     | 03            |               1 | 2012 |
|     796 | 2012-03-07 | Wednesday |           4 |            7 |          67 | 2012-03-06   | 2012-03-08 | Weekday | 10           | March     | 03            |               1 | 2012 |
|     797 | 2012-03-08 | Thursday  |           5 |            8 |          68 | 2012-03-07   | 2012-03-09 | Weekday | 10           | March     | 03            |               1 | 2012 |
|     798 | 2012-03-09 | Friday    |           6 |            9 |          69 | 2012-03-08   | 2012-03-10 | Weekday | 10           | March     | 03            |               1 | 2012 |
|     799 | 2012-03-10 | Saturday  |           7 |           10 |          70 | 2012-03-09   | 2012-03-11 | Weekend | 10           | March     | 03            |               1 | 2012 |
|     800 | 2012-03-11 | Sunday    |           1 |           11 |          71 | 2012-03-10   | 2012-03-12 | Weekend | 11           | March     | 03            |               1 | 2012 |
|     801 | 2012-03-12 | Monday    |           2 |           12 |          72 | 2012-03-11   | 2012-03-13 | Weekday | 11           | March     | 03            |               1 | 2012 |
|     802 | 2012-03-13 | Tuesday   |           3 |           13 |          73 | 2012-03-12   | 2012-03-14 | Weekday | 11           | March     | 03            |               1 | 2012 |
|     803 | 2012-03-14 | Wednesday |           4 |           14 |          74 | 2012-03-13   | 2012-03-15 | Weekday | 11           | March     | 03            |               1 | 2012 |
|     804 | 2012-03-15 | Thursday  |           5 |           15 |          75 | 2012-03-14   | 2012-03-16 | Weekday | 11           | March     | 03            |               1 | 2012 |
|     805 | 2012-03-16 | Friday    |           6 |           16 |          76 | 2012-03-15   | 2012-03-17 | Weekday | 11           | March     | 03            |               1 | 2012 |
|     806 | 2012-03-17 | Saturday  |           7 |           17 |          77 | 2012-03-16   | 2012-03-18 | Weekend | 11           | March     | 03            |               1 | 2012 |
|     807 | 2012-03-18 | Sunday    |           1 |           18 |          78 | 2012-03-17   | 2012-03-19 | Weekend | 12           | March     | 03            |               1 | 2012 |
|     808 | 2012-03-19 | Monday    |           2 |           19 |          79 | 2012-03-18   | 2012-03-20 | Weekday | 12           | March     | 03            |               1 | 2012 |
|     809 | 2012-03-20 | Tuesday   |           3 |           20 |          80 | 2012-03-19   | 2012-03-21 | Weekday | 12           | March     | 03            |               1 | 2012 |
|     810 | 2012-03-21 | Wednesday |           4 |           21 |          81 | 2012-03-20   | 2012-03-22 | Weekday | 12           | March     | 03            |               1 | 2012 |
|     811 | 2012-03-22 | Thursday  |           5 |           22 |          82 | 2012-03-21   | 2012-03-23 | Weekday | 12           | March     | 03            |               1 | 2012 |
|     812 | 2012-03-23 | Friday    |           6 |           23 |          83 | 2012-03-22   | 2012-03-24 | Weekday | 12           | March     | 03            |               1 | 2012 |
|     813 | 2012-03-24 | Saturday  |           7 |           24 |          84 | 2012-03-23   | 2012-03-25 | Weekend | 12           | March     | 03            |               1 | 2012 |
|     814 | 2012-03-25 | Sunday    |           1 |           25 |          85 | 2012-03-24   | 2012-03-26 | Weekend | 13           | March     | 03            |               1 | 2012 |
|     815 | 2012-03-26 | Monday    |           2 |           26 |          86 | 2012-03-25   | 2012-03-27 | Weekday | 13           | March     | 03            |               1 | 2012 |
|     816 | 2012-03-27 | Tuesday   |           3 |           27 |          87 | 2012-03-26   | 2012-03-28 | Weekday | 13           | March     | 03            |               1 | 2012 |
|     817 | 2012-03-28 | Wednesday |           4 |           28 |          88 | 2012-03-27   | 2012-03-29 | Weekday | 13           | March     | 03            |               1 | 2012 |
|     818 | 2012-03-29 | Thursday  |           5 |           29 |          89 | 2012-03-28   | 2012-03-30 | Weekday | 13           | March     | 03            |               1 | 2012 |
|     819 | 2012-03-30 | Friday    |           6 |           30 |          90 | 2012-03-29   | 2012-03-31 | Weekday | 13           | March     | 03            |               1 | 2012 |
|     820 | 2012-03-31 | Saturday  |           7 |           31 |          91 | 2012-03-30   | 2012-04-01 | Weekend | 13           | March     | 03            |               1 | 2012 |
|     821 | 2012-04-01 | Sunday    |           1 |            1 |          92 | 2012-03-31   | 2012-04-02 | Weekend | 14           | April     | 04            |               2 | 2012 |
|     822 | 2012-04-02 | Monday    |           2 |            2 |          93 | 2012-04-01   | 2012-04-03 | Weekday | 14           | April     | 04            |               2 | 2012 |
|     823 | 2012-04-03 | Tuesday   |           3 |            3 |          94 | 2012-04-02   | 2012-04-04 | Weekday | 14           | April     | 04            |               2 | 2012 |
|     824 | 2012-04-04 | Wednesday |           4 |            4 |          95 | 2012-04-03   | 2012-04-05 | Weekday | 14           | April     | 04            |               2 | 2012 |
|     825 | 2012-04-05 | Thursday  |           5 |            5 |          96 | 2012-04-04   | 2012-04-06 | Weekday | 14           | April     | 04            |               2 | 2012 |
|     826 | 2012-04-06 | Friday    |           6 |            6 |          97 | 2012-04-05   | 2012-04-07 | Weekday | 14           | April     | 04            |               2 | 2012 |
|     827 | 2012-04-07 | Saturday  |           7 |            7 |          98 | 2012-04-06   | 2012-04-08 | Weekend | 14           | April     | 04            |               2 | 2012 |
|     828 | 2012-04-08 | Sunday    |           1 |            8 |          99 | 2012-04-07   | 2012-04-09 | Weekend | 15           | April     | 04            |               2 | 2012 |
